"Model","Node","NStates","State","Link","LinkScale","Physics","ForceAndMotion","LinearMomentum","Energy","Torque","NFL","NSL","NTL","POfMom","ConOfMom","EnergyTransfer","EnergyDissipate","PropertiesofTorque","StaticEquilibrium","Rules","A.Physics","A.ForceAndMotion","A.LinearMomentum","A.Energy","A.Torque","A.NFL","A.NSL","A.NTL","A.POfMom","A.ConOfMom","A.EnergyTransfer","A.EnergyDissipate","A.PropertiesofTorque","A.StaticEquilibrium","A","B.Physics","B.ForceAndMotion","B.LinearMomentum","B.Energy","B.Torque","B.NFL","B.NSL","B.NTL","B.POfMom","B.ConOfMom","B.EnergyTransfer","B.EnergyDissipate","B.PropertiesofTorque","B.StaticEquilibrium","B","PriorWeight","",""
"Fireworks","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","Duration","NA","Q2","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Fireworks","Duration","NA","Q3","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.6144","NA","NA","NA","0.4096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","Duration","NA","Q2","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Florida","Duration","NA","Q3","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.64","NA","NA","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"FlyingBrooms","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.32768","0.49152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"FlyingBrooms","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.32768","0.49152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"FlyingBrooms","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.32768","0.49152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"FlyingBrooms","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.32768","0.49152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"FlyingBrooms","Duration","NA","Q2","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.32768","0.49152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"FlyingBrooms","Duration","NA","Q3","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.32768","0.49152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Frog","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","Duration","NA","Q2","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","Duration","NA","Q3","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","Duration","NA","Q2","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","Duration","NA","Q3","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","SliderAdjust","NA","One","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","SliderAdjust","NA","Two","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","Duration","NA","Q2","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","Duration","NA","Q3","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","Duration","NA","Q2","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","Duration","NA","Q3","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"One-eyeBob","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","Duration","4","Q1","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","Duration","NA","Q2","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","Duration","NA","Q3","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
