"Model","NodeName","ModelHub","NodeTitle","NodeDescription","NodeLabels","Continuous","Nstates","StateName","StateTitle","StateDescription","StateValue","LowerBound","UpperBound","","","","","","","","","","","",""
"MagicBean","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"MagicBean","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"MagicBean","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"MagicBean","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"MagicBean","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"MagicBean","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"MagicBean","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"MagicBean","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"MagicBean","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"MagicBean","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"MagicBean","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"MagicBean","Bounciness","NA","Check Bounciness","","Observable,pnodes","FALSE","2","Yes","","","","NA","NA","","","","","","","","","","","",""
"MagicBean","Bounciness","","","","","NA","NA","No","","","","NA","NA","","","","","","","","","","","",""
"MagicBean","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","35.989","","","","","","","","","","","",""
"MagicBean","Duration","","","","","NA","NA","Q2","","","","35.989","74.324","","","","","","","","","","","",""
"MagicBean","Duration","","","","","NA","NA","Q3","","","","74.324","122.606","","","","","","","","","","","",""
"MagicBean","Duration","","","","","NA","NA","Q4","","","","122.606","Inf","","","","","","","","","","","",""
"Mobile","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Mobile","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Mobile","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Mobile","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Mobile","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Mobile","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Mobile","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Mobile","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Mobile","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Mobile","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Mobile","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Mobile","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","0.423","","","","","","","","","","","",""
"Mobile","Duration","","","","","NA","NA","Q2","","","","0.423","62.318","","","","","","","","","","","",""
"Mobile","Duration","","","","","NA","NA","Q3","","","","62.318","122.719","","","","","","","","","","","",""
"Mobile","Duration","","","","","NA","NA","Q4","","","","122.719","Inf","","","","","","","","","","","",""
"NeedforSpeed","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"NeedforSpeed","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"NeedforSpeed","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"NeedforSpeed","PufferClicks","NA","Number of puffer clicks","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"NeedforSpeed","PufferClicks","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"NeedforSpeed","PufferClicks","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"NeedforSpeed","PufferClicks","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"NeedforSpeed","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","16.522","","","","","","","","","","","",""
"NeedforSpeed","Duration","","","","","NA","NA","Q2","","","","16.522","21.951","","","","","","","","","","","",""
"NeedforSpeed","Duration","","","","","NA","NA","Q3","","","","21.951","34.59","","","","","","","","","","","",""
"NeedforSpeed","Duration","","","","","NA","NA","Q4","","","","34.59","Inf","","","","","","","","","","","",""
"Pipes","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Pipes","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Pipes","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Pipes","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Pipes","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Pipes","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Pipes","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Pipes","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Pipes","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Pipes","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Pipes","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Pipes","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","1.842","","","","","","","","","","","",""
"Pipes","Duration","","","","","NA","NA","Q2","","","","1.842","5.931","","","","","","","","","","","",""
"Pipes","Duration","","","","","NA","NA","Q3","","","","5.931","5.974","","","","","","","","","","","",""
"Pipes","Duration","","","","","NA","NA","Q4","","","","5.974","Inf","","","","","","","","","","","",""
"PizzaHill","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"PizzaHill","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"PizzaHill","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"PizzaHill","LeftBlower","NA","Blower at the left of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","14.75","","","","","","","","","","","",""
"PizzaHill","LeftBlower","","","","","NA","NA","One","","","","14.75","29","","","","","","","","","","","",""
"PizzaHill","LeftBlower","","","","","NA","NA","Two","","","","29","46","","","","","","","","","","","",""
"PizzaHill","LeftBlower","","","","","NA","NA","MorethanTwo","","","","46","Inf","","","","","","","","","","","",""
"PizzaHill","BottomBlower","NA","Blower at the bottom of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","0.5","","","","","","","","","","","",""
"PizzaHill","BottomBlower","","","","","NA","NA","One","","","","0.5","11","","","","","","","","","","","",""
"PizzaHill","BottomBlower","","","","","NA","NA","Two","","","","11","41.75","","","","","","","","","","","",""
"PizzaHill","BottomBlower","","","","","NA","NA","MorethanTwo","","","","41.75","Inf","","","","","","","","","","","",""
"PizzaHill","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","14.134","","","","","","","","","","","",""
"PizzaHill","Duration","","","","","NA","NA","Q2","","","","14.134","26.728","","","","","","","","","","","",""
"PizzaHill","Duration","","","","","NA","NA","Q3","","","","26.728","35.435","","","","","","","","","","","",""
"PizzaHill","Duration","","","","","NA","NA","Q4","","","","35.435","Inf","","","","","","","","","","","",""
"PlumBlossom","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"PlumBlossom","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"PlumBlossom","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"PlumBlossom","PufferClicks","NA","Number of puffer clicks","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"PlumBlossom","PufferClicks","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"PlumBlossom","PufferClicks","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"PlumBlossom","PufferClicks","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"PlumBlossom","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"PlumBlossom","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"PlumBlossom","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"PlumBlossom","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"PlumBlossom","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"PlumBlossom","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"PlumBlossom","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"PlumBlossom","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"PlumBlossom","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","12.37","","","","","","","","","","","",""
"PlumBlossom","Duration","","","","","NA","NA","Q2","","","","12.37","21.423","","","","","","","","","","","",""
"PlumBlossom","Duration","","","","","NA","NA","Q3","","","","21.423","40.467","","","","","","","","","","","",""
"PlumBlossom","Duration","","","","","NA","NA","Q4","","","","40.467","Inf","","","","","","","","","","","",""
"RabbitsHole","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"RabbitsHole","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"RabbitsHole","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"RabbitsHole","PufferClicks","NA","Number of puffer clicks","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"RabbitsHole","PufferClicks","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"RabbitsHole","PufferClicks","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"RabbitsHole","PufferClicks","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"RabbitsHole","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"RabbitsHole","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"RabbitsHole","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"RabbitsHole","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"RabbitsHole","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"RabbitsHole","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"RabbitsHole","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"RabbitsHole","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"RabbitsHole","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","9.409","","","","","","","","","","","",""
"RabbitsHole","Duration","","","","","NA","NA","Q2","","","","9.409","12.334","","","","","","","","","","","",""
"RabbitsHole","Duration","","","","","NA","NA","Q3","","","","12.334","17.701","","","","","","","","","","","",""
"RabbitsHole","Duration","","","","","NA","NA","Q4","","","","17.701","Inf","","","","","","","","","","","",""
"RightbetweentheEyes","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"RightbetweentheEyes","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"RightbetweentheEyes","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"RightbetweentheEyes","Bounciness","NA","Check Bounciness","","Observable,pnodes","FALSE","2","Yes","","","","NA","NA","","","","","","","","","","","",""
"RightbetweentheEyes","Bounciness","","","","","NA","NA","No","","","","NA","NA","","","","","","","","","","","",""
"RightbetweentheEyes","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","10.706","","","","","","","","","","","",""
"RightbetweentheEyes","Duration","","","","","NA","NA","Q2","","","","10.706","17.982","","","","","","","","","","","",""
"RightbetweentheEyes","Duration","","","","","NA","NA","Q3","","","","17.982","50.818","","","","","","","","","","","",""
"RightbetweentheEyes","Duration","","","","","NA","NA","Q4","","","","50.818","Inf","","","","","","","","","","","",""
"RollingStone","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"RollingStone","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"RollingStone","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"RollingStone","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"RollingStone","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"RollingStone","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"RollingStone","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"RollingStone","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"RollingStone","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"RollingStone","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"RollingStone","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"RollingStone","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","11.31","","","","","","","","","","","",""
"RollingStone","Duration","","","","","NA","NA","Q2","","","","11.31","13.666","","","","","","","","","","","",""
"RollingStone","Duration","","","","","NA","NA","Q3","","","","13.666","16.407","","","","","","","","","","","",""
"RollingStone","Duration","","","","","NA","NA","Q4","","","","16.407","Inf","","","","","","","","","","","",""
"Seesaw","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Seesaw","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Seesaw","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Seesaw","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Seesaw","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Seesaw","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Seesaw","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Seesaw","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Seesaw","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Seesaw","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Seesaw","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Seesaw","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","0.678","","","","","","","","","","","",""
"Seesaw","Duration","","","","","NA","NA","Q2","","","","0.678","12.102","","","","","","","","","","","",""
"Seesaw","Duration","","","","","NA","NA","Q3","","","","12.102","28.29","","","","","","","","","","","",""
"Seesaw","Duration","","","","","NA","NA","Q4","","","","28.29","Inf","","","","","","","","","","","",""
"Shelves","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Shelves","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Shelves","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Shelves","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Shelves","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Shelves","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Shelves","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Shelves","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Shelves","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Shelves","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Shelves","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Shelves","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","28.522","","","","","","","","","","","",""
"Shelves","Duration","","","","","NA","NA","Q2","","","","28.522","53.172","","","","","","","","","","","",""
"Shelves","Duration","","","","","NA","NA","Q3","","","","53.172","107.4","","","","","","","","","","","",""
"Shelves","Duration","","","","","NA","NA","Q4","","","","107.4","Inf","","","","","","","","","","","",""
"SkatePark","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"SkatePark","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"SkatePark","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"SkatePark","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"SkatePark","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"SkatePark","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"SkatePark","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"SkatePark","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"SkatePark","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"SkatePark","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"SkatePark","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"SkatePark","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","9.441","","","","","","","","","","","",""
"SkatePark","Duration","","","","","NA","NA","Q2","","","","9.441","15.584","","","","","","","","","","","",""
"SkatePark","Duration","","","","","NA","NA","Q3","","","","15.584","28.725","","","","","","","","","","","",""
"SkatePark","Duration","","","","","NA","NA","Q4","","","","28.725","Inf","","","","","","","","","","","",""
"Socks","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Socks","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Socks","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Socks","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Socks","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Socks","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Socks","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Socks","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Socks","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Socks","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Socks","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Socks","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","24.289","","","","","","","","","","","",""
"Socks","Duration","","","","","NA","NA","Q2","","","","24.289","37.034","","","","","","","","","","","",""
"Socks","Duration","","","","","NA","NA","Q3","","","","37.034","62.533","","","","","","","","","","","",""
"Socks","Duration","","","","","NA","NA","Q4","","","","62.533","Inf","","","","","","","","","","","",""
"Spiral","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Spiral","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Spiral","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Spiral","LeftBlower","NA","Blower at the left of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","4","","","","","","","","","","","",""
"Spiral","LeftBlower","","","","","NA","NA","One","","","","4","9","","","","","","","","","","","",""
"Spiral","LeftBlower","","","","","NA","NA","Two","","","","9","16","","","","","","","","","","","",""
"Spiral","LeftBlower","","","","","NA","NA","MorethanTwo","","","","16","Inf","","","","","","","","","","","",""
"Spiral","BottomBlower","NA","Blower at the bottom of the Screen","","Observable,pnodes","TRUE","4","Zero","","","","0","6","","","","","","","","","","","",""
"Spiral","BottomBlower","","","","","NA","NA","One","","","","6","9","","","","","","","","","","","",""
"Spiral","BottomBlower","","","","","NA","NA","Two","","","","9","14.5","","","","","","","","","","","",""
"Spiral","BottomBlower","","","","","NA","NA","MorethanTwo","","","","14.5","Inf","","","","","","","","","","","",""
"Spiral","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","8.801","","","","","","","","","","","",""
"Spiral","Duration","","","","","NA","NA","Q2","","","","8.801","12.022","","","","","","","","","","","",""
"Spiral","Duration","","","","","NA","NA","Q3","","","","12.022","20.068","","","","","","","","","","","",""
"Spiral","Duration","","","","","NA","NA","Q4","","","","20.068","Inf","","","","","","","","","","","",""
"Spring","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"Spring","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"Spring","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"Spring","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"Spring","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"Spring","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"Spring","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"Spring","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"Spring","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"Spring","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"Spring","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
"Spring","Duration","NA","Duration to solve level","","Observable,pnodes","TRUE","4","Q1","","","","0","17.979","","","","","","","","","","","",""
"Spring","Duration","","","","","NA","NA","Q2","","","","17.979","24.351","","","","","","","","","","","",""
"Spring","Duration","","","","","NA","NA","Q3","","","","24.351","48.162","","","","","","","","","","","",""
"Spring","Duration","","","","","NA","NA","Q4","","","","48.162","Inf","","","","","","","","","","","",""
"StPatricksDay","TrophyLevel","NA","Level solving status","","Observable,pnodes","FALSE","3","Gold","","","2","NA","NA","","","","","","","","","","","",""
"StPatricksDay","TrophyLevel","","","","","NA","NA","Silver","","","1","NA","NA","","","","","","","","","","","",""
"StPatricksDay","TrophyLevel","","","","","NA","NA","None","","","0","NA","NA","","","","","","","","","","","",""
"StPatricksDay","SliderAdjust","NA","Number of slider adjustment","","Observable,pnodes","TRUE","4","Zero","","","","0","0.1","","","","","","","","","","","",""
"StPatricksDay","SliderAdjust","","","","","NA","NA","One","","","","0.1","1.1","","","","","","","","","","","",""
"StPatricksDay","SliderAdjust","","","","","NA","NA","Two","","","","1.1","2.1","","","","","","","","","","","",""
"StPatricksDay","SliderAdjust","","","","","NA","NA","MorethanTwo","","","","2.1","Inf","","","","","","","","","","","",""
"StPatricksDay","AppropriateSlider","NA","Slider","","Observable,pnodes","FALSE","4","almostAlways","almost always","#Irrelvant < 2","","NA","NA","","","","","","","","","","","",""
"StPatricksDay","AppropriateSlider","","","","","NA","NA","mostly","mostly","#Irrelvant < #Relevant","","NA","NA","","","","","","","","","","","",""
"StPatricksDay","AppropriateSlider","","","","","NA","NA","mostlyNot","mostlyNot","#relevant <= #Irrevalnt","","NA","NA","","","","","","","","","","","",""
"StPatricksDay","AppropriateSlider","","","","","","","almostNever","almost never","#relevant < 2","","","","","","","","","","","","","","",""
