"Model","Node","NStates","State","Link","LinkScale","Physics","ForceAndMotion","LinearMomentum","Energy","Torque","NFL","NSL","NTL","POfMom","ConOfMom","EnergyTransfer","EnergyDissipate","PropertiesofTorque","StaticEquilibrium","Rules","A.Physics","A.ForceAndMotion","A.LinearMomentum","A.Energy","A.Torque","A.NFL","A.NSL","A.NTL","A.POfMom","A.ConOfMom","A.EnergyTransfer","A.EnergyDissipate","A.PropertiesofTorque","A.StaticEquilibrium","A","B.Physics","B.ForceAndMotion","B.LinearMomentum","B.Energy","B.Torque","B.NFL","B.NSL","B.NTL","B.POfMom","B.ConOfMom","B.EnergyTransfer","B.EnergyDissipate","B.PropertiesofTorque","B.StaticEquilibrium","B","PriorWeight","",""
"Frog","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Frog","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.512","NA","NA","NA","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"GlacierView","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","0","1","1","0","0","0","0","","NA","NA","NA","NA","NA","NA","","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","SliderAdjust","NA","One","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","SliderAdjust","NA","Two","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"Hammock","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","NA","NA","NA","NA","NA","0.64","","NA","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"HitandRun","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-1","","",""
"One-eyeBob","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"One-eyeBob","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"InvisibleChef","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"KindCloud","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.64","0.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"LaundryDay","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.768","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.768","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.768","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.768","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.768","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"LaundryDay","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.768","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","","",""
"Lighthouse","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","PufferClicks","4","Zero","partialCredit","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","PufferClicks","NA","One","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","PufferClicks","NA","Two","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","SliderAdjust","NA","One","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","SliderAdjust","NA","Two","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lighthouse","Bounciness","2","Yes","partialCredit","NA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","0.768","","0.512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
"Lollipop","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","TrophyLevel","NA","Silver","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","SliderAdjust","4","Zero","partialCredit","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","SliderAdjust","NA","One","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","SliderAdjust","NA","Two","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","AppropriateSlider","4","almostAlways","partialCredit","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","""Compensatory""","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","AppropriateSlider","NA","mostly","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"Lollipop","AppropriateSlider","NA","mostlyNot","","NA","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","0.512","0.768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","","",""
"MagicBean","TrophyLevel","3","Gold","partialCredit","NA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","""Compensatory""","NA","NA","NA","NA","NA","NA","0.96","0.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-2","","",""
